source_order,column,family,meaning,causal_availability,fold_local_selection
0,dataset,key,row identity,index only; never a learned numeric input,identity only
193,tf_r64_cur_front_back_proj,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
194,tf_r64_cur_front_back_tangent,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
195,tf_r64_prev_u_mean,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
196,tf_r64_prev_v_mean,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
197,tf_r64_prev_u_std,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
198,tf_r64_prev_v_std,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
199,tf_r64_prev_u_median,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
200,tf_r64_prev_v_median,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
201,tf_r64_prev_u_p90,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
202,tf_r64_prev_v_p90,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
203,tf_r64_prev_mag_mean,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
204,tf_r64_prev_mag_std,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
205,tf_r64_prev_mag_median,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
206,tf_r64_prev_mag_p90,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
207,tf_r64_prev_center_u,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
208,tf_r64_prev_center_v,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
209,tf_r64_prev_own_minus_mean_u,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
210,tf_r64_prev_own_minus_mean_v,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
211,tf_r64_prev_own_minus_center_u,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
212,tf_r64_prev_own_minus_center_v,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
213,tf_r64_prev_proj_own_dir,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
214,tf_r64_prev_proj_tangent,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
215,tf_r64_prev_cos_to_own,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
216,tf_r64_prev_div_mean,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
217,tf_r64_prev_div_std,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
218,tf_r64_prev_div_median,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
219,tf_r64_prev_div_p90,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
220,tf_r64_prev_curl_mean,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
221,tf_r64_prev_curl_std,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
222,tf_r64_prev_curl_median,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
223,tf_r64_prev_curl_p90,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
224,tf_r64_prev_shear1_mean,tissue_flow,causal tissue-flow and temporal-flow summary,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
